Sample_ID,Sample Name,Source Plate Barcode,Source Plate Name,Source Well,Destination Plate Barcode,Destination Plate Name,Destination Well,Volume
NRC1124_run1_c26147,NRC1124_run1_c26147,Plate_Source,Plate_Source,D8,Plate_Destination,Plate_Destination,D8,100
NRC1124_run1_c17357,NRC1124_run1_c17357,Plate_Source,Plate_Source,D9,Plate_Destination,Plate_Destination,D9,100
NRC1124_run1_c26000,NRC1124_run1_c26000,Plate_Source,Plate_Source,D10,Plate_Destination,Plate_Destination,D10,100
NRC1124_run1_c25939,NRC1124_run1_c25939,Plate_Source,Plate_Source,D11,Plate_Destination,Plate_Destination,D11,100
NRC1124_run1_c28093,NRC1124_run1_c28093,Plate_Source,Plate_Source,D12,Plate_Destination,Plate_Destination,D12,100
NRC1124_run1_c17489,NRC1124_run1_c17489,Plate_Source,Plate_Source,D13,Plate_Destination,Plate_Destination,D13,100
NRC1124_run1_c25909,NRC1124_run1_c25909,Plate_Source,Plate_Source,D14,Plate_Destination,Plate_Destination,D14,100
NRC1124_run1_c26290,NRC1124_run1_c26290,Plate_Source,Plate_Source,D15,Plate_Destination,Plate_Destination,D15,100
NRC1124_run1_c28175,NRC1124_run1_c28175,Plate_Source,Plate_Source,D16,Plate_Destination,Plate_Destination,D16,100
NRC1124_run1_c26365,NRC1124_run1_c26365,Plate_Source,Plate_Source,D17,Plate_Destination,Plate_Destination,D17,100
NRC1124_run1_c27735,NRC1124_run1_c27735,Plate_Source,Plate_Source,D18,Plate_Destination,Plate_Destination,D18,100
NRC1124_run1_c26270,NRC1124_run1_c26270,Plate_Source,Plate_Source,D19,Plate_Destination,Plate_Destination,D19,100
NRC1124_run1_c27684,NRC1124_run1_c27684,Plate_Source,Plate_Source,D20,Plate_Destination,Plate_Destination,D20,100
NRC1124_run1_c26381,NRC1124_run1_c26381,Plate_Source,Plate_Source,D21,Plate_Destination,Plate_Destination,D21,100
NRC1124_run1_c2309,NRC1124_run1_c2309,Plate_Source,Plate_Source,D22,Plate_Destination,Plate_Destination,D22,100
NRC1124_run1_c27873,NRC1124_run1_c27873,Plate_Source,Plate_Source,D23,Plate_Destination,Plate_Destination,D23,100
NRC1124_run1_c2550,NRC1124_run1_c2550,Plate_Source,Plate_Source,D24,Plate_Destination,Plate_Destination,D24,100
NRC1124_run1_c28233,NRC1124_run1_c28233,Plate_Source,Plate_Source,E1,Plate_Destination,Plate_Destination,E1,100
NRC1124_run1_c17585,NRC1124_run1_c17585,Plate_Source,Plate_Source,E2,Plate_Destination,Plate_Destination,E2,100
NRC1124_run1_c26017,NRC1124_run1_c26017,Plate_Source,Plate_Source,E3,Plate_Destination,Plate_Destination,E3,100
NRC1124_run1_c26494,NRC1124_run1_c26494,Plate_Source,Plate_Source,E4,Plate_Destination,Plate_Destination,E4,100
NRC1124_run1_c17557,NRC1124_run1_c17557,Plate_Source,Plate_Source,E5,Plate_Destination,Plate_Destination,E5,100
NRC1124_run1_c2498,NRC1124_run1_c2498,Plate_Source,Plate_Source,E6,Plate_Destination,Plate_Destination,E6,100
NRC1124_run1_c17436,NRC1124_run1_c17436,Plate_Source,Plate_Source,E7,Plate_Destination,Plate_Destination,E7,100
NRC1124_run1_c26198,NRC1124_run1_c26198,Plate_Source,Plate_Source,E8,Plate_Destination,Plate_Destination,E8,100
NRC1124_run1_c27837,NRC1124_run1_c27837,Plate_Source,Plate_Source,E9,Plate_Destination,Plate_Destination,E9,100
NRC1124_run1_c27791,NRC1124_run1_c27791,Plate_Source,Plate_Source,E10,Plate_Destination,Plate_Destination,E10,100
NRC1124_run1_c25959,NRC1124_run1_c25959,Plate_Source,Plate_Source,E11,Plate_Destination,Plate_Destination,E11,100
NRC1124_run1_c28107,NRC1124_run1_c28107,Plate_Source,Plate_Source,E12,Plate_Destination,Plate_Destination,E12,100
NRC1124_run1_c17495,NRC1124_run1_c17495,Plate_Source,Plate_Source,E13,Plate_Destination,Plate_Destination,E13,100
NRC1124_run1_c25931,NRC1124_run1_c25931,Plate_Source,Plate_Source,E14,Plate_Destination,Plate_Destination,E14,100
NRC1124_run1_c26347,NRC1124_run1_c26347,Plate_Source,Plate_Source,E15,Plate_Destination,Plate_Destination,E15,100
NRC1124_run1_c28287,NRC1124_run1_c28287,Plate_Source,Plate_Source,E16,Plate_Destination,Plate_Destination,E16,100
NRC1124_run1_c26382,NRC1124_run1_c26382,Plate_Source,Plate_Source,E17,Plate_Destination,Plate_Destination,E17,100
NRC1124_run1_c2504,NRC1124_run1_c2504,Plate_Source,Plate_Source,E18,Plate_Destination,Plate_Destination,E18,100
NRC1124_run1_c26390,NRC1124_run1_c26390,Plate_Source,Plate_Source,E19,Plate_Destination,Plate_Destination,E19,100
NRC1124_run1_c27839,NRC1124_run1_c27839,Plate_Source,Plate_Source,E20,Plate_Destination,Plate_Destination,E20,100
NRC1124_run1_c26493,NRC1124_run1_c26493,Plate_Source,Plate_Source,E21,Plate_Destination,Plate_Destination,E21,100
NRC1124_run1_c2369,NRC1124_run1_c2369,Plate_Source,Plate_Source,E22,Plate_Destination,Plate_Destination,E22,100
NRC1124_run1_c27943,NRC1124_run1_c27943,Plate_Source,Plate_Source,E23,Plate_Destination,Plate_Destination,E23,100
NRC1124_run1_c17334,NRC1124_run1_c17334,Plate_Source,Plate_Source,E24,Plate_Destination,Plate_Destination,E24,100
NRC1124_run1_c28273,NRC1124_run1_c28273,Plate_Source,Plate_Source,F1,Plate_Destination,Plate_Destination,F1,100
NRC1124_run1_c17381,NRC1124_run1_c17381,Plate_Source,Plate_Source,F2,Plate_Destination,Plate_Destination,F2,100
NRC1124_run1_c27786,NRC1124_run1_c27786,Plate_Source,Plate_Source,F3,Plate_Destination,Plate_Destination,F3,100
NRC1124_run1_c28095,NRC1124_run1_c28095,Plate_Source,Plate_Source,F4,Plate_Destination,Plate_Destination,F4,100
NRC1124_run1_c17610,NRC1124_run1_c17610,Plate_Source,Plate_Source,F5,Plate_Destination,Plate_Destination,F5,100
NRC1124_run1_c25833,NRC1124_run1_c25833,Plate_Source,Plate_Source,F6,Plate_Destination,Plate_Destination,F6,100
NRC1124_run1_c17562,NRC1124_run1_c17562,Plate_Source,Plate_Source,F7,Plate_Destination,Plate_Destination,F7,100
NRC1124_run1_c26236,NRC1124_run1_c26236,Plate_Source,Plate_Source,F8,Plate_Destination,Plate_Destination,F8,100
NRC1124_run1_c17649,NRC1124_run1_c17649,Plate_Source,Plate_Source,F9,Plate_Destination,Plate_Destination,F9,100
NRC1124_run1_c27898,NRC1124_run1_c27898,Plate_Source,Plate_Source,F10,Plate_Destination,Plate_Destination,F10,100
NRC1124_run1_c26044,NRC1124_run1_c26044,Plate_Source,Plate_Source,F11,Plate_Destination,Plate_Destination,F11,100
NRC1124_run1_c28369,NRC1124_run1_c28369,Plate_Source,Plate_Source,F12,Plate_Destination,Plate_Destination,F12,100
NRC1124_run1_c17525,NRC1124_run1_c17525,Plate_Source,Plate_Source,F13,Plate_Destination,Plate_Destination,F13,100
NRC1124_run1_c25932,NRC1124_run1_c25932,Plate_Source,Plate_Source,F14,Plate_Destination,Plate_Destination,F14,100
NRC1124_run1_c26359,NRC1124_run1_c26359,Plate_Source,Plate_Source,F15,Plate_Destination,Plate_Destination,F15,100
NRC1124_run1_c28331,NRC1124_run1_c28331,Plate_Source,Plate_Source,F16,Plate_Destination,Plate_Destination,F16,100
NRC1124_run1_c27925,NRC1124_run1_c27925,Plate_Source,Plate_Source,F17,Plate_Destination,Plate_Destination,F17,100
NRC1124_run1_c26486,NRC1124_run1_c26486,Plate_Source,Plate_Source,F18,Plate_Destination,Plate_Destination,F18,100
NRC1124_run1_c27715,NRC1124_run1_c27715,Plate_Source,Plate_Source,F19,Plate_Destination,Plate_Destination,F19,100
NRC1124_run1_c28225,NRC1124_run1_c28225,Plate_Source,Plate_Source,F20,Plate_Destination,Plate_Destination,F20,100
NRC1124_run1_c28358,NRC1124_run1_c28358,Plate_Source,Plate_Source,F21,Plate_Destination,Plate_Destination,F21,100
NRC1124_run1_c2391,NRC1124_run1_c2391,Plate_Source,Plate_Source,F22,Plate_Destination,Plate_Destination,F22,100
NRC1124_run1_c27974,NRC1124_run1_c27974,Plate_Source,Plate_Source,F23,Plate_Destination,Plate_Destination,F23,100
NRC1124_run1_c17353,NRC1124_run1_c17353,Plate_Source,Plate_Source,F24,Plate_Destination,Plate_Destination,F24,100
NRC1124_run1_c27995,NRC1124_run1_c27995,Plate_Source,Plate_Source,G1,Plate_Destination,Plate_Destination,G1,100
NRC1124_run1_c25918,NRC1124_run1_c25918,Plate_Source,Plate_Source,G2,Plate_Destination,Plate_Destination,G2,100
NRC1124_run1_c28371,NRC1124_run1_c28371,Plate_Source,Plate_Source,G3,Plate_Destination,Plate_Destination,G3,100
NRC1124_run1_c17342,NRC1124_run1_c17342,Plate_Source,Plate_Source,G4,Plate_Destination,Plate_Destination,G4,100
NRC1124_run1_c25819,NRC1124_run1_c25819,Plate_Source,Plate_Source,G5,Plate_Destination,Plate_Destination,G5,100
NRC1124_run1_c25930,NRC1124_run1_c25930,Plate_Source,Plate_Source,G6,Plate_Destination,Plate_Destination,G6,100
NRC1124_run1_c17582,NRC1124_run1_c17582,Plate_Source,Plate_Source,G7,Plate_Destination,Plate_Destination,G7,100
NRC1124_run1_c26380,NRC1124_run1_c26380,Plate_Source,Plate_Source,G8,Plate_Destination,Plate_Destination,G8,100
NRC1124_run1_c25752,NRC1124_run1_c25752,Plate_Source,Plate_Source,G9,Plate_Destination,Plate_Destination,G9,100
NRC1124_run1_c28061,NRC1124_run1_c28061,Plate_Source,Plate_Source,G10,Plate_Destination,Plate_Destination,G10,100
NRC1124_run1_c26091,NRC1124_run1_c26091,Plate_Source,Plate_Source,G11,Plate_Destination,Plate_Destination,G11,100
NRC1124_run1_c17592,NRC1124_run1_c17592,Plate_Source,Plate_Source,G12,Plate_Destination,Plate_Destination,G12,100
NRC1124_run1_c17565,NRC1124_run1_c17565,Plate_Source,Plate_Source,G13,Plate_Destination,Plate_Destination,G13,100
NRC1124_run1_c25969,NRC1124_run1_c25969,Plate_Source,Plate_Source,G14,Plate_Destination,Plate_Destination,G14,100
NRC1124_run1_c26361,NRC1124_run1_c26361,Plate_Source,Plate_Source,G15,Plate_Destination,Plate_Destination,G15,100
NRC1124_run1_c28336,NRC1124_run1_c28336,Plate_Source,Plate_Source,G16,Plate_Destination,Plate_Destination,G16,100
NRC1124_run1_c27947,NRC1124_run1_c27947,Plate_Source,Plate_Source,G17,Plate_Destination,Plate_Destination,G17,100
NRC1124_run1_c28084,NRC1124_run1_c28084,Plate_Source,Plate_Source,G18,Plate_Destination,Plate_Destination,G18,100
NRC1124_run1_c28114,NRC1124_run1_c28114,Plate_Source,Plate_Source,G19,Plate_Destination,Plate_Destination,G19,100
NRC1124_run1_c2544,NRC1124_run1_c2544,Plate_Source,Plate_Source,G20,Plate_Destination,Plate_Destination,G20,100
NRC1124_run1_c25926,NRC1124_run1_c25926,Plate_Source,Plate_Source,G21,Plate_Destination,Plate_Destination,G21,100
NRC1124_run1_c2418,NRC1124_run1_c2418,Plate_Source,Plate_Source,G22,Plate_Destination,Plate_Destination,G22,100
NRC1124_run1_c28041,NRC1124_run1_c28041,Plate_Source,Plate_Source,G23,Plate_Destination,Plate_Destination,G23,100
NRC1124_run1_c17369,NRC1124_run1_c17369,Plate_Source,Plate_Source,G24,Plate_Destination,Plate_Destination,G24,100
NRC1124_run1_c27790,NRC1124_run1_c27790,Plate_Source,Plate_Source,H1,Plate_Destination,Plate_Destination,H1,100
NRC1124_run1_c26230,NRC1124_run1_c26230,Plate_Source,Plate_Source,H2,Plate_Destination,Plate_Destination,H2,100
NRC1124_run1_c28046,NRC1124_run1_c28046,Plate_Source,Plate_Source,H3,Plate_Destination,Plate_Destination,H3,100
NRC1124_run1_c17427,NRC1124_run1_c17427,Plate_Source,Plate_Source,H4,Plate_Destination,Plate_Destination,H4,100
NRC1124_run1_c27858,NRC1124_run1_c27858,Plate_Source,Plate_Source,H5,Plate_Destination,Plate_Destination,H5,100
NRC1124_run1_c26307,NRC1124_run1_c26307,Plate_Source,Plate_Source,H6,Plate_Destination,Plate_Destination,H6,100
NRC1124_run1_c17599,NRC1124_run1_c17599,Plate_Source,Plate_Source,H7,Plate_Destination,Plate_Destination,H7,100
NRC1124_run1_c26420,NRC1124_run1_c26420,Plate_Source,Plate_Source,H8,Plate_Destination,Plate_Destination,H8,100
NRC1124_run1_c25915,NRC1124_run1_c25915,Plate_Source,Plate_Source,H9,Plate_Destination,Plate_Destination,H9,100
NRC1124_run1_c17400,NRC1124_run1_c17400,Plate_Source,Plate_Source,H10,Plate_Destination,Plate_Destination,H10,100
NRC1124_run1_c2612,NRC1124_run1_c2612,Plate_Source,Plate_Source,H11,Plate_Destination,Plate_Destination,H11,100
NRC1124_run1_c25804,NRC1124_run1_c25804,Plate_Source,Plate_Source,H12,Plate_Destination,Plate_Destination,H12,100
NRC1124_run1_c17587,NRC1124_run1_c17587,Plate_Source,Plate_Source,H13,Plate_Destination,Plate_Destination,H13,100
NRC1124_run1_c25974,NRC1124_run1_c25974,Plate_Source,Plate_Source,H14,Plate_Destination,Plate_Destination,H14,100
NRC1124_run1_c26373,NRC1124_run1_c26373,Plate_Source,Plate_Source,H15,Plate_Destination,Plate_Destination,H15,100
NRC1124_run1_c28390,NRC1124_run1_c28390,Plate_Source,Plate_Source,H16,Plate_Destination,Plate_Destination,H16,100
NRC1124_run1_c28002,NRC1124_run1_c28002,Plate_Source,Plate_Source,H17,Plate_Destination,Plate_Destination,H17,100
NRC1124_run1_c27697,NRC1124_run1_c27697,Plate_Source,Plate_Source,H18,Plate_Destination,Plate_Destination,H18,100
NRC1124_run1_c28379,NRC1124_run1_c28379,Plate_Source,Plate_Source,H19,Plate_Destination,Plate_Destination,H19,100
NRC1124_run1_c27662,NRC1124_run1_c27662,Plate_Source,Plate_Source,H20,Plate_Destination,Plate_Destination,H20,100
NRC1124_run1_c17373,NRC1124_run1_c17373,Plate_Source,Plate_Source,H21,Plate_Destination,Plate_Destination,H21,100
NRC1124_run1_c25834,NRC1124_run1_c25834,Plate_Source,Plate_Source,H22,Plate_Destination,Plate_Destination,H22,100
NRC1124_run1_c28298,NRC1124_run1_c28298,Plate_Source,Plate_Source,H23,Plate_Destination,Plate_Destination,H23,100
NRC1124_run1_c17374,NRC1124_run1_c17374,Plate_Source,Plate_Source,H24,Plate_Destination,Plate_Destination,H24,100
NRC1124_run1_c26262,NRC1124_run1_c26262,Plate_Source,Plate_Source,I1,Plate_Destination,Plate_Destination,I1,100
NRC1124_run1_c17410,NRC1124_run1_c17410,Plate_Source,Plate_Source,I2,Plate_Destination,Plate_Destination,I2,100
NRC1124_run1_c27802,NRC1124_run1_c27802,Plate_Source,Plate_Source,I3,Plate_Destination,Plate_Destination,I3,100
NRC1124_run1_c17443,NRC1124_run1_c17443,Plate_Source,Plate_Source,I4,Plate_Destination,Plate_Destination,I4,100
NRC1124_run1_c26221,NRC1124_run1_c26221,Plate_Source,Plate_Source,I5,Plate_Destination,Plate_Destination,I5,100
NRC1124_run1_c26478,NRC1124_run1_c26478,Plate_Source,Plate_Source,I6,Plate_Destination,Plate_Destination,I6,100
NRC1124_run1_c17616,NRC1124_run1_c17616,Plate_Source,Plate_Source,I7,Plate_Destination,Plate_Destination,I7,100
NRC1124_run1_c27663,NRC1124_run1_c27663,Plate_Source,Plate_Source,I8,Plate_Destination,Plate_Destination,I8,100
NRC1124_run1_c26003,NRC1124_run1_c26003,Plate_Source,Plate_Source,I9,Plate_Destination,Plate_Destination,I9,100
NRC1124_run1_c26402,NRC1124_run1_c26402,Plate_Source,Plate_Source,I10,Plate_Destination,Plate_Destination,I10,100
NRC1124_run1_c26213,NRC1124_run1_c26213,Plate_Source,Plate_Source,I11,Plate_Destination,Plate_Destination,I11,100
NRC1124_run1_c26360,NRC1124_run1_c26360,Plate_Source,Plate_Source,I12,Plate_Destination,Plate_Destination,I12,100
NRC1124_run1_c17624,NRC1124_run1_c17624,Plate_Source,Plate_Source,I13,Plate_Destination,Plate_Destination,I13,100
NRC1124_run1_c25975,NRC1124_run1_c25975,Plate_Source,Plate_Source,I14,Plate_Destination,Plate_Destination,I14,100
NRC1124_run1_c26375,NRC1124_run1_c26375,Plate_Source,Plate_Source,I15,Plate_Destination,Plate_Destination,I15,100
NRC1124_run1_c28402,NRC1124_run1_c28402,Plate_Source,Plate_Source,I16,Plate_Destination,Plate_Destination,I16,100
NRC1124_run1_c28008,NRC1124_run1_c28008,Plate_Source,Plate_Source,I17,Plate_Destination,Plate_Destination,I17,100
NRC1124_run1_c26272,NRC1124_run1_c26272,Plate_Source,Plate_Source,I18,Plate_Destination,Plate_Destination,I18,100
NRC1124_run1_c2403,NRC1124_run1_c2403,Plate_Source,Plate_Source,I19,Plate_Destination,Plate_Destination,I19,100
NRC1124_run1_c2594,NRC1124_run1_c2594,Plate_Source,Plate_Source,I20,Plate_Destination,Plate_Destination,I20,100
NRC1124_run1_c2411,NRC1124_run1_c2411,Plate_Source,Plate_Source,I21,Plate_Destination,Plate_Destination,I21,100
NRC1124_run1_c25891,NRC1124_run1_c25891,Plate_Source,Plate_Source,I22,Plate_Destination,Plate_Destination,I22,100
NRC1124_run1_c17332,NRC1124_run1_c17332,Plate_Source,Plate_Source,I23,Plate_Destination,Plate_Destination,I23,100
NRC1124_run1_c17399,NRC1124_run1_c17399,Plate_Source,Plate_Source,I24,Plate_Destination,Plate_Destination,I24,100
